Y,X1,X2,X3,X4,X5,X6,X7
-0.036465,967,0.114591002,180,60.8227005,12.73340034,45.27830124,501
-0.0113575,966,0.172482997,184.7640076,60.52560043,12.79030037,107.8690033,500
-0.0137225,970,0.188400999,188.7460022,60.42919922,12.92819977,556.6569824,598
-0.0181225,967,0.111414,135,64.99009705,12.97000027,443.4609985,505
-0.030634999,969,0.029141,34.99200058,65.36990356,13.09090042,0,56
-0.026207499,968,0.0506428,45,65.72969818,13.17660046,0,56
-0.074332498,967,0.030385699,45,65.3085022,13.16380024,0,35
-0.064900003,968,0.0226481,341.5650024,65.17890167,13.13549995,0,176
-0.065394998,969,0.0101286,135,65.22789764,13.15439987,0,176
-0.066907503,968,0.0616096,144.4620056,64.98639679,13.21660042,1.331900001,177
-0.064267501,967,0.0506428,171.8699951,65.16069794,13.18360043,2.663789988,176
-0.073370002,968,0.064058602,153.4349976,64.39659882,13.13479996,2.663789988,176
-0.057997499,966,0.073737003,150.9450073,63.98920059,13.14780045,5.327579975,176
-0.067594998,966,0.059059098,165.9640045,64.12930298,13.11989975,6.659480095,305
-0.048179999,966,0.0771368,201.8009949,63.67480087,13.13599968,7.991380215,176
-0.0146575,967,0.132060006,220.6009979,63.75579834,12.74510002,21.31030083,305
-0.00943251,969,0.145018995,200.2250061,63.33470154,12.74209976,314.3280029,501
-0.0146575,969,0.182595,191.3099976,62.90650177,12.76119995,81.24569702,502
-0.0088,969,0.200534001,180,63.22000122,12.83950043,416.8840027,114
-0.0062975,968,0.171886995,180,63.35649872,12.7592001,162.4909973,500
-0.00979,971,0.107667997,176.1860046,63.4754982,12.71619987,677.9349976,501
-0.0069025,971,0.0226481,108.4349976,63.37369919,12.73089981,287.6900024,502
-0.0080575,971,0.071619697,0,63.20439911,12.83059978,62.59909821,503
-0.0013475,971,0.182595,64.44000244,67.77999878,13.05910015,33.29740143,505
-0.065862499,972,0.081098698,137.3860016,65.58390045,13.04580021,3.996229887,36
-0.062755004,970,0.0616096,144.4620056,65.45010376,13.07470036,0,56
-0.073232502,970,0.0771368,158.1990051,64.90989685,13.08549976,0,36
-0.064790003,968,0.086538397,155.5559998,65.30039978,13.05010033,0,35
-0.076917499,970,0.0679444,161.5650024,64.85489655,13.01900005,0,112
-0.075790003,967,0.057295799,180,64.85279846,13.04139996,0,177
-0.057007499,968,0.054543901,203.1990051,65.34980011,13.07970047,1.332080007,177
-0.040205002,969,0.0506428,135,65.33699799,13.07929993,5.328310013,177
-0.058079999,968,0.032029301,153.4349976,65.00939941,13.13860035,11.98869991,177
-0.071417503,968,0.042971801,180,64.39659882,13.13479996,0,177
-0.062617503,968,0.0771368,158.1990051,63.98920059,13.14780045,27.97360039,176
-0.0770825,967,0.087129101,170.5379944,64.12930298,13.11989975,5.328310013,306
-0.044824999,967,0.086538397,204.4440002,63.67480087,13.13599968,33.30189896,306
-0.0030525,969,0.123218998,234.4620056,63.54869843,12.65330029,242.4380035,500
-0.068365,971,0.111414,225,63.81560135,12.74549961,871.1779785,600
-0.034952499,972,0.103290997,213.6900024,63.63270187,12.83990002,122.5510025,504
-0.01001,975,0.073037997,168.6900024,63.33440018,12.85270023,123.8830032,503
-0.024584999,973,0.064058602,116.5650024,63.06409836,12.86159992,704.6690063,502
-0.00693,971,0.096087903,63.43489838,62.5862999,12.75500011,370.3169861,505
0.000275005,967,0.151927993,45,63.22750092,12.86139965,301.0490112,599
-0.019525001,965,0.129709005,6.340189934,62.93650055,12.82549953,680.690979,599
-0.0111375,966,0.173372,51.70980072,67.77819824,13.12279987,105.2340012,503
-0.074332498,973,0.0168809,225,65.18049622,13.01309967,1.332260013,36
-0.073040001,972,0.064854398,83.65979767,65.43569946,13.02589989,0,36
-0.077880003,970,0.0143239,90,64.84619904,13.06099987,0,56
-0.070565,972,0.0452963,198.4349976,64.74770355,13.01920033,1.332260013,77
-0.051287498,971,0.095552497,167.0050049,65.52780151,12.88599968,1.332260013,77
-0.069712497,969,0.123635001,169.9920044,64.85489655,13.01900005,0,501
-0.063717499,970,0.121964,176.6340027,64.85279846,13.04139996,7.993549824,177
